"id"	"url"	"name"	"species"	"revision"	"authors"	"last"	"communities"	"ontologies"
"WP4524"	"https://www.wikipathways.org/index.php/Pathway:WP4524"	"Alternative pathway of fetal androgen synthesis"	"Homo sapiens"	"119308"	"ElineSanders, DeSl, Egonw, IreneHemel, MaintBot, Fehrhart, Eweitz, Finterly"	2021-06-23	"IEM, RareDiseases"	"- id: PW:0000778|,|  value: testosterone biosynthetic pathway|,|  type: Pathway Ontology|;|- id: PW:0001305|,|  value: steroid hormone metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0001304|,|  value: cholesterol metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0001303|,|  value: steroid metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0001306|,|  value: altered steroid biosynthetic pathway|,|  type: Pathway Ontology|;|- id: PW:0000751|,|  value: altered isoprenoid biosynthetic pathway|,|  type: Pathway Ontology|;|- id: PW:0000040|,|  value: steroid hormone biosynthetic pathway|,|  type: Pathway Ontology|;|- id: DOID:1701|,|  value: steroid inherited metabolic disorder|,|  type: Disease|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP4532"	"https://www.wikipathways.org/index.php/Pathway:WP4532"	"Intraflagellar transport proteins binding to dynein"	"Homo sapiens"	"103287"	"Fehrhart"	2019-02-21	""	"- id: PW:0000904|,|  value: ciliary neurotrophic factor signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000103|,|  value: transport pathway|,|  type: Pathway Ontology|;|- id: CL:0000540|,|  value: neuron|,|  type: Cell Type"
"WP4533"	"https://www.wikipathways.org/index.php/Pathway:WP4533"	"Transcription co-factors SKI and SKIL protein partners"	"Homo sapiens"	"103380"	"Mkutmon"	2019-02-25	""	"- id: PW:0000100|,|  value: transcription pathway|,|  type: Pathway Ontology"
"WP4534"	"https://www.wikipathways.org/index.php/Pathway:WP4534"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms"	"Homo sapiens"	"103303"	"Fehrhart"	2019-02-21	""	"- id: PW:0001515|,|  value: Hippo signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0001502|,|  value: mechanotransduction pathway|,|  type: Pathway Ontology|;|- id: DOID:162|,|  value: cancer|,|  type: Disease"
"WP4535"	"https://www.wikipathways.org/index.php/Pathway:WP4535"	"Envelope proteins and their potential roles in EDMD physiopathology"	"Homo sapiens"	"109210"	"Laurent, Marvin M2, AlexanderPico, Fehrhart"	2020-02-27	"RareDiseases"	"- id: DOID:11726|,|  value: Emery-Dreifuss muscular dystrophy|,|  type: Disease|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP4536"	"https://www.wikipathways.org/index.php/Pathway:WP4536"	"Genes related to primary cilium development (based on CRISPR)"	"Homo sapiens"	"110928"	"DeSl, Fehrhart"	2020-06-22	""	"- id: PW:0000103|,|  value: transport pathway|,|  type: Pathway Ontology"
"WP4537"	"https://www.wikipathways.org/index.php/Pathway:WP4537"	"Hippo-Yap signaling pathway"	"Homo sapiens"	"103300"	"Mkutmon"	2019-02-21	""	"- id: PW:0001515|,|  value: Hippo signaling pathway|,|  type: Pathway Ontology"
"WP4538"	"https://www.wikipathways.org/index.php/Pathway:WP4538"	"Regulatory circuits of the STAT3 signaling pathway"	"Homo sapiens"	"104390"	"Marvin M2, DeSl, Fehrhart"	2019-05-23	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: PW:0000209|,|  value: Jak-Stat signaling pathway|,|  type: Pathway Ontology"
"WP4539"	"https://www.wikipathways.org/index.php/Pathway:WP4539"	"Synaptic signaling pathways associated with autism spectrum disorder"	"Homo sapiens"	"113659"	"Khanspers, Egonw"	2020-11-10	""	"- id: DOID:0060041|,|  value: autism spectrum disorder|,|  type: Disease|;|- id: PW:0000180|,|  value: mTOR signaling pathway|,|  type: Pathway Ontology"
"WP4540"	"https://www.wikipathways.org/index.php/Pathway:WP4540"	"Hippo signaling regulation pathways"	"Homo sapiens"	"117169"	"AlexanderPico, Eweitz"	2021-05-18	"RareDiseases"	"- id: DOID:1790|,|  value: malignant mesothelioma|,|  type: Disease|;|- id: PW:0001515|,|  value: Hippo signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP4541"	"https://www.wikipathways.org/index.php/Pathway:WP4541"	"Hippo-Merlin signaling dysregulation"	"Homo sapiens"	"116745"	"AlexanderPico, Marvin M2, Eweitz"	2021-05-11	"RareDiseases"	"- id: PW:0001517|,|  value: altered Hippo signaling pathway|,|  type: Pathway Ontology"
"WP4542"	"https://www.wikipathways.org/index.php/Pathway:WP4542"	"Overview of leukocyte-intrinsic Hippo pathway functions"	"Homo sapiens"	"104788"	"Ariutta, Marvin M2, Elisson nl, Fehrhart"	2019-06-14	""	"- id: PW:0001515|,|  value: Hippo signaling pathway|,|  type: Pathway Ontology|;|- id: CL:0000738|,|  value: leukocyte|,|  type: Cell Type|;|- id: CL:0000084|,|  value: T cell|,|  type: Cell Type|;|- id: DOID:162|,|  value: cancer|,|  type: Disease|;|- id: PW:0000023|,|  value: immune response pathway|,|  type: Pathway Ontology"
"WP4545"	"https://www.wikipathways.org/index.php/Pathway:WP4545"	"Oxysterols derived from cholesterol"	"Homo sapiens"	"116235"	"DeSl, Egonw, Fehrhart, Conroy lipids"	2021-04-21	"RareDiseases, IEM, Lipids"	"- id: PW:0001304|,|  value: cholesterol metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0000753|,|  value: sterol regulatory element-binding protein signaling pathway|,|  type: Pathway Ontology|;|- id: DOID:0070111|,|  value: Niemann-Pick disease type A|,|  type: Disease|;|- id: DOID:14504|,|  value: Niemann-Pick disease|,|  type: Disease|;|- id: DOID:0070112|,|  value: Niemann-Pick disease type B|,|  type: Disease|;|- id: DOID:0070113|,|  value: Niemann-Pick disease type C1|,|  type: Disease|;|- id: PW:0001475|,|  value: cerebrotendinous xanthomatosis pathway|,|  type: Pathway Ontology|;|- id: DOID:4810|,|  value: cerebrotendinous xanthomatosis|,|  type: Disease|;|- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0002302|,|  value: familial hypercholanemia pathway|,|  type: Pathway Ontology|;|- id: DOID:0090031|,|  value: D-bifunctional protein deficiency|,|  type: Disease|;|- id: DOID:0050674|,|  value: congenital bile acid synthesis defect|,|  type: Disease|;|- id: DOID:0111067|,|  value: congenital bile acid synthesis defect 6|,|  type: Disease|;|- id: DOID:0060602|,|  value: alpha-methylacyl-CoA racemase deficiency|,|  type: Disease"
"WP4549"	"https://www.wikipathways.org/index.php/Pathway:WP4549"	"Fragile X syndrome"	"Homo sapiens"	"119333"	"Mkass, Elisson nl, Andra, Egonw, Fehrhart, Eweitz, Mkutmon, Finterly"	2021-06-24	"RareDiseases"	"- id: DOID:14261|,|  value: fragile X syndrome|,|  type: Disease|;|- id: CL:0000540|,|  value: neuron|,|  type: Cell Type|;|- id: PW:0001414|,|  value: brain disease pathway|,|  type: Pathway Ontology|;|- id: DOID:0060041|,|  value: autism spectrum disorder|,|  type: Disease|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP4553"	"https://www.wikipathways.org/index.php/Pathway:WP4553"	"FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma"	"Homo sapiens"	"103606"	"Khanspers"	2019-03-20	""	"- id: DOID:0050745|,|  value: diffuse large B-cell lymphoma|,|  type: Disease|;|- id: PW:0000602|,|  value: altered extracellular signal-regulated Raf/Mek/Erk signaling pathway|,|  type: Pathway Ontology|;|- id: DOID:14566|,|  value: disease of cellular proliferation|,|  type: Disease"
"WP4558"	"https://www.wikipathways.org/index.php/Pathway:WP4558"	"Overview of interferons-mediated signaling pathway"	"Homo sapiens"	"107928"	"Azkalaty, Andra, DeSl, Khanspers"	2019-11-11	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000895|,|  value: type I interferon signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000896|,|  value: type II interferon signaling pathway|,|  type: Pathway Ontology"
"WP4559"	"https://www.wikipathways.org/index.php/Pathway:WP4559"	"Interactions between immune cells and microRNAs in tumor microenvironment"	"Homo sapiens"	"104316"	"Khanspers, DeSl"	2019-05-16	""	"- id: DOID:162|,|  value: cancer|,|  type: Disease|;|- id: PW:0000023|,|  value: immune response pathway|,|  type: Pathway Ontology|;|- id: CL:0000623|,|  value: natural killer cell|,|  type: Cell Type|;|- id: CL:0000235|,|  value: macrophage|,|  type: Cell Type|;|- id: CL:0000084|,|  value: T cell|,|  type: Cell Type|;|- id: CL:0000542|,|  value: lymphocyte|,|  type: Cell Type|;|- id: CL:0000903|,|  value: natural T-regulatory cell|,|  type: Cell Type|;|- id: PW:0000825|,|  value: antigen processing and presentation pathway|,|  type: Pathway Ontology"
"WP4560"	"https://www.wikipathways.org/index.php/Pathway:WP4560"	"MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"	"Homo sapiens"	"108134"	"Khanspers, Fehrhart"	2019-11-29	""	"- id: CL:0000115|,|  value: endothelial cell|,|  type: Cell Type|;|- id: DOID:2394|,|  value: ovarian cancer|,|  type: Disease|;|- id: CL:0000057|,|  value: fibroblast|,|  type: Cell Type|;|- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology"
"WP4561"	"https://www.wikipathways.org/index.php/Pathway:WP4561"	"Cell migration and invasion through p75NTR"	"Homo sapiens"	"107544"	"Fehrhart, DeSl, Khanspers"	2019-10-18	""	""
"WP4562"	"https://www.wikipathways.org/index.php/Pathway:WP4562"	"Canonical NF-kB pathway"	"Homo sapiens"	"117956"	"Mkutmon, AlexanderPico, Eweitz"	2021-05-23	""	"- id: PW:0000499|,|  value: nuclear factor kappa B signaling pathway|,|  type: Pathway Ontology"
"WP4564"	"https://www.wikipathways.org/index.php/Pathway:WP4564"	"Neural crest cell migration during development"	"Homo sapiens"	"117803"	"AlexanderPico, Eweitz"	2021-05-22	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000572|,|  value: brain-derived neurotrophic factor signaling pathway|,|  type: Pathway Ontology|;|- id: CL:0000333|,|  value: migratory neural crest cell|,|  type: Cell Type"
"WP4565"	"https://www.wikipathways.org/index.php/Pathway:WP4565"	"Neural crest cell migration in cancer"	"Homo sapiens"	"117804"	"AlexanderPico, Fehrhart, Eweitz"	2021-05-22	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000572|,|  value: brain-derived neurotrophic factor signaling pathway|,|  type: Pathway Ontology|;|- id: DOID:769|,|  value: neuroblastoma|,|  type: Disease|;|- id: CL:0000333|,|  value: migratory neural crest cell|,|  type: Cell Type|;|- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology"
"WP4566"	"https://www.wikipathways.org/index.php/Pathway:WP4566"	"Translation inhibitors in chronically activated PDGFRA cells"	"Homo sapiens"	"104315"	"Khanspers, Andra, DeSl, AlexanderPico"	2019-05-16	""	"- id: PW:0000580|,|  value: translation initiation pathway|,|  type: Pathway Ontology|;|- id: PW:0000711|,|  value: glioma pathway|,|  type: Pathway Ontology"
"WP4571"	"https://www.wikipathways.org/index.php/Pathway:WP4571"	"Urea cycle and related diseases"	"Homo sapiens"	"108392"	"IreneHemel, DeSl, Fehrhart"	2019-12-16	""	"- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology|;|- id: PW:0000076|,|  value: urea cycle pathway|,|  type: Pathway Ontology|;|- id: DOID:9280|,|  value: carbamoyl phosphate synthetase I deficiency disease|,|  type: Disease|;|- id: DOID:14755|,|  value: argininosuccinic aciduria|,|  type: Disease|;|- id: DOID:9273|,|  value: citrullinemia|,|  type: Disease|;|- id: DOID:9278|,|  value: hyperargininemia|,|  type: Disease|;|- id: DOID:9271|,|  value: ornithine carbamoyltransferase deficiency|,|  type: Disease|;|- id: CL:0000182|,|  value: hepatocyte|,|  type: Cell Type|;|- id: PW:0002142|,|  value: inborn error of urea cycle pathway|,|  type: Pathway Ontology|;|- id: DOID:9267|,|  value: urea cycle disorder|,|  type: Disease|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP4577"	"https://www.wikipathways.org/index.php/Pathway:WP4577"	"Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway"	"Homo sapiens"	"118444"	"GMKeulen, DeSl, Egonw, Fehrhart, Khanspers, MaintBot, Marvin M2, Mkutmon"	2021-05-27	"RareDiseases"	"- id: DOID:0110734|,|  value: neurodegeneration with brain iron accumulation|,|  type: Disease|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology|;|- id: CL:0000540|,|  value: neuron|,|  type: Cell Type"
"WP4580"	"https://www.wikipathways.org/index.php/Pathway:WP4580"	"Blood clotting and drug effects"	"Homo sapiens"	"119307"	"Chris, DeSl, Egonw, Khanspers, AlexanderPico, Finterly"	2021-06-23	""	"- id: PW:0000474|,|  value: coagulation cascade pathway|,|  type: Pathway Ontology"
"WP4582"	"https://www.wikipathways.org/index.php/Pathway:WP4582"	"Cancer immunotherapy by CTLA4 blockade"	"Homo sapiens"	"108125"	"Khanspers, Fehrhart"	2019-11-29	"CPTAC"	"- id: DOID:162|,|  value: cancer|,|  type: Disease|;|- id: PW:0000023|,|  value: immune response pathway|,|  type: Pathway Ontology|;|- id: CL:0000145|,|  value: professional antigen presenting cell|,|  type: Cell Type|;|- id: CL:0000084|,|  value: T cell|,|  type: Cell Type|;|- id: PW:0000235|,|  value: adaptive immune response pathway|,|  type: Pathway Ontology|;|- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology"
"WP4583"	"https://www.wikipathways.org/index.php/Pathway:WP4583"	"Biomarkers for urea cycle disorders"	"Homo sapiens"	"106803"	"IreneHemel, DeSl, Egonw, MaintBot"	2019-09-17	""	"- id: PW:0000076|,|  value: urea cycle pathway|,|  type: Pathway Ontology|;|- id: PW:0002142|,|  value: inborn error of urea cycle pathway|,|  type: Pathway Ontology|;|- id: DOID:9267|,|  value: urea cycle disorder|,|  type: Disease|;|- id: DOID:9271|,|  value: ornithine carbamoyltransferase deficiency|,|  type: Disease|;|- id: DOID:9273|,|  value: citrullinemia|,|  type: Disease|;|- id: DOID:9278|,|  value: hyperargininemia|,|  type: Disease|;|- id: DOID:14755|,|  value: argininosuccinic aciduria|,|  type: Disease|;|- id: DOID:9280|,|  value: carbamoyl phosphate synthetase I deficiency disease|,|  type: Disease"
"WP4584"	"https://www.wikipathways.org/index.php/Pathway:WP4584"	"Biomarkers for pyrimidine metabolism disorders"	"Homo sapiens"	"119306"	"IreneHemel, DeSl, Finterly"	2021-06-23	""	""
"WP4585"	"https://www.wikipathways.org/index.php/Pathway:WP4585"	"Cancer immunotherapy by PD-1 blockade"	"Homo sapiens"	"108119"	"Khanspers, Fehrhart"	2019-11-29	"CPTAC"	"- id: CL:0000084|,|  value: T cell|,|  type: Cell Type|;|- id: DOID:162|,|  value: cancer|,|  type: Disease|;|- id: PW:0000235|,|  value: adaptive immune response pathway|,|  type: Pathway Ontology|;|- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology"
"WP4586"	"https://www.wikipathways.org/index.php/Pathway:WP4586"	"Metabolism of alpha-linolenic acid"	"Homo sapiens"	"119267"	"Chris, Egonw, DeSl, AlexanderPico, Khanspers, MaintBot, Finterly"	2021-06-23	""	"- id: PW:0000523|,|  value: linoleic acid metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0001158|,|  value: alpha-linoleic acid metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0000485|,|  value: eicosanoid metabolic pathway|,|  type: Pathway Ontology"
"WP4589"	"https://www.wikipathways.org/index.php/Pathway:WP4589"	"Major receptors targeted by epinephrine and norepinephrine"	"Homo sapiens"	"119266"	"Chris, Egonw, Fehrhart, DeSl, AlexanderPico, Khanspers, Finterly"	2021-06-23	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0000790|,|  value: epinephrine signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000791|,|  value: norepinephrine signaling pathway|,|  type: Pathway Ontology"
"WP4595"	"https://www.wikipathways.org/index.php/Pathway:WP4595"	"Urea cycle and associated pathways"	"Homo sapiens"	"114567"	"IreneHemel, DeSl, Fehrhart"	2021-01-21	"IEM, RareDiseases"	"- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP4597"	"https://www.wikipathways.org/index.php/Pathway:WP4597"	"Glucosinolate biosynthesis from methionine"	"Arabidopsis thaliana"	"118602"	"Mikikot, Afukushima, Khanspers, Mkutmon, Eweitz"	2021-05-28	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP4598"	"https://www.wikipathways.org/index.php/Pathway:WP4598"	"Glucosinolate biosynthesis (from aromatic amino acid)"	"Arabidopsis thaliana"	"105283"	"Mikikot, Afukushima, Khanspers"	2019-07-26	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP4599"	"https://www.wikipathways.org/index.php/Pathway:WP4599"	"Glucosinolate biosynthesis from branched-chain amino acid"	"Arabidopsis thaliana"	"118601"	"Mikikot, Afukushima, Khanspers, MaintBot, Eweitz"	2021-05-28	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP4627"	"https://www.wikipathways.org/index.php/Pathway:WP4627"	" Lipids measured in liver metastasis from breast cancer"	"Mus musculus"	"108158"	"Chris, DeSl, Egonw, AlexanderPico, Khanspers, Fehrhart"	2019-11-29	""	"- id: PW:0000010|,|  value: lipid metabolic pathway|,|  type: Pathway Ontology|;|- id: DOID:1612|,|  value: breast cancer|,|  type: Disease"
"WP4629"	"https://www.wikipathways.org/index.php/Pathway:WP4629"	"Aerobic glycolysis"	"Homo sapiens"	"119264"	"KJanssen, Egonw, AlexanderPico, DeSl, MaintBot, Eweitz, Finterly"	2021-06-23	""	""
"WP4655"	"https://www.wikipathways.org/index.php/Pathway:WP4655"	"Cytosolic DNA-sensing pathway"	"Homo sapiens"	"105163"	"Khanspers, Egonw"	2019-07-15	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000925|,|  value: pattern recognition receptor mediated signaling pathway|,|  type: Pathway Ontology|;|- id: DOID:934|,|  value: viral infectious disease|,|  type: Disease|;|- id: DOID:104|,|  value: bacterial infectious disease|,|  type: Disease"
"WP4656"	"https://www.wikipathways.org/index.php/Pathway:WP4656"	"Joubert syndrome"	"Homo sapiens"	"117153"	"AnneDB, Egonw, Fehrhart, Eweitz"	2021-05-18	"RareDiseases"	"- id: DOID:0050777|,|  value: Joubert syndrome|,|  type: Disease|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology|;|- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP4657"	"https://www.wikipathways.org/index.php/Pathway:WP4657"	"22q11.2 copy number variation syndrome"	"Homo sapiens"	"116172"	"Fehrhart, Victoravr, Egonw, MaintBot, L Dupuis"	2021-04-15	"RareDiseases"	"- id: DOID:12583|,|  value: velocardiofacial syndrome|,|  type: Disease|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology|;|- id: PW:0000178|,|  value: neurological disorder pathway|,|  type: Pathway Ontology"
"WP4658"	"https://www.wikipathways.org/index.php/Pathway:WP4658"	"Small cell lung cancer"	"Homo sapiens"	"119261"	"Khanspers, MaintBot, Fehrhart, Finterly"	2021-06-23	"CPTAC"	"- id: PW:0000704|,|  value: small cell lung carcinoma pathway|,|  type: Pathway Ontology|;|- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology|;|- id: DOID:162|,|  value: cancer|,|  type: Disease|;|- id: DOID:1324|,|  value: lung cancer|,|  type: Disease"
"WP4659"	"https://www.wikipathways.org/index.php/Pathway:WP4659"	"Gastrin signaling pathway"	"Homo sapiens"	"116555"	"Subbannayya, Khanspers, DeSl, Eweitz"	2021-05-07	""	"- id: PW:0000465|,|  value: hormone signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000467|,|  value: peptide and protein hormone signaling pathway|,|  type: Pathway Ontology"
"WP4661"	"https://www.wikipathways.org/index.php/Pathway:WP4661"	"Amino acid metabolism pathway excerpt: histidine catabolism extension"	"Homo sapiens"	"117646"	"Krizzukas, Egonw, DeSl, MaintBot, Eweitz"	2021-05-22	""	"- id: PW:0001267|,|  value: histidine degradation pathway|,|  type: Pathway Ontology"
"WP4666"	"https://www.wikipathways.org/index.php/Pathway:WP4666"	"Hepatitis B infection"	"Homo sapiens"	"119241"	"Khanspers, Finterly"	2021-06-22	"CPTAC"	"- id: DOID:2043|,|  value: hepatitis B|,|  type: Disease|;|- id: CL:0000182|,|  value: hepatocyte|,|  type: Cell Type"
"WP4673"	"https://www.wikipathways.org/index.php/Pathway:WP4673"	"Male infertility"	"Homo sapiens"	"116562"	"Fehrhart, Egonw, MaintBot, Eweitz"	2021-05-07	"RareDiseases"	"- id: DOID:12336|,|  value: male infertility|,|  type: Disease|;|- id: CL:0000019|,|  value: sperm|,|  type: Cell Type|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP4674"	"https://www.wikipathways.org/index.php/Pathway:WP4674"	"Head and neck squamous cell carcinoma"	"Homo sapiens"	"117748"	"Khanspers, Egonw, DeSl, Marvin M2, MaintBot, Eweitz"	2021-05-22	"CPTAC"	"- id: DOID:1542|,|  value: head and neck carcinoma|,|  type: Disease"
"WP4685"	"https://www.wikipathways.org/index.php/Pathway:WP4685"	"Melanoma"	"Homo sapiens"	"119240"	"Khanspers, MaintBot, Eweitz, Finterly"	2021-06-22	""	"- id: DOID:1909|,|  value: melanoma|,|  type: Disease"
"WP4688"	"https://www.wikipathways.org/index.php/Pathway:WP4688"	"Serine metabolism"	"Homo sapiens"	"119121"	"Akutmon, DeSl, Khanspers, Yasminomar, Egonw, Eweitz, Fehrhart, Finterly"	2021-06-18	"IEM, Lipids, RareDiseases"	"- id: PW:0001084|,|  value: serine metabolic pathway|,|  type: Pathway Ontology|;|- id: DOID:655|,|  value: inherited metabolic disorder|,|  type: Disease|;|- id: DOID:0050722|,|  value: PHGDH deficiency|,|  type: Disease|;|- id: DOID:0050723|,|  value: PSAT deficiency|,|  type: Disease|;|- id: DOID:0050724|,|  value: PSPH deficiency|,|  type: Disease"
"WP4690"	"https://www.wikipathways.org/index.php/Pathway:WP4690"	"Sphingolipid metabolism (integrated pathway)"	"Mus musculus"	"117946"	"DeSl, MaintBot, Eweitz"	2021-05-23	"Lipids"	"- id: PW:0000745|,|  value: sphingomyelin metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0000162|,|  value: sphingolipid biosynthetic pathway|,|  type: Pathway Ontology"
"WP4698"	"https://www.wikipathways.org/index.php/Pathway:WP4698"	"Vitamin D-sensitive calcium signaling in depression"	"Homo sapiens"	"119119"	"Leonievdven, Marvin M2, MaintBot, Egonw, Fehrhart, Finterly"	2021-06-18	""	"- id: PW:0001169|,|  value: altered calcium/calcium-mediated signaling pathway|,|  type: Pathway Ontology|;|- id: DOID:1596|,|  value: mental depression|,|  type: Disease"
"WP4701"	"https://www.wikipathways.org/index.php/Pathway:WP4701"	"Monoterpene biosynthesis pathway in mint"	"Vitis vinifera"	"117377"	"VAishwarya, Marvin M2, DeSl, Fehrhart, Eweitz"	2021-05-21	""	"- id: PW:0001396|,|  value: monoterpene biosynthetic pathway|,|  type: Pathway Ontology"
"WP4705"	"https://www.wikipathways.org/index.php/Pathway:WP4705"	"Pathways of nucleic acid metabolism and innate immune sensing"	"Homo sapiens"	"119081"	"DeSl, MaintBot, Laurent, Egonw"	2021-06-16	"IEM"	"- id: PW:0000819|,|  value: signaling pathway in the innate immune response|,|  type: Pathway Ontology|;|- id: PW:0000292|,|  value: altered DNA repair pathway|,|  type: Pathway Ontology"
"WP4707"	"https://www.wikipathways.org/index.php/Pathway:WP4707"	"Aspirin and miRNAs"	"Homo sapiens"	"116586"	"Aminkhazeei, Fehrhart, L Dupuis, Egonw, Khanspers, Eweitz"	2021-05-08	""	"- id: PW:0001613|,|  value: acetylsalicylic acid drug pathway|,|  type: Pathway Ontology"
"WP4718"	"https://www.wikipathways.org/index.php/Pathway:WP4718"	"Cholesterol metabolism with Bloch and Kandutsch-Russell pathways"	"Homo sapiens"	"117681"	"DeSl, Eweitz"	2021-05-22	"Lipids"	"- id: PW:0000454|,|  value: cholesterol biosynthetic pathway|,|  type: Pathway Ontology|;|- id: PW:0001304|,|  value: cholesterol metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0000959|,|  value: lipid signaling pathway|,|  type: Pathway Ontology"
"WP4719"	"https://www.wikipathways.org/index.php/Pathway:WP4719"	"Eicosanoid metabolism via cyclooxygenases (COX)"	"Homo sapiens"	"116307"	"DeSl, Egonw, Eweitz"	2021-04-29	"Lipids"	""
"WP4720"	"https://www.wikipathways.org/index.php/Pathway:WP4720"	"Eicosanoid metabolism via cytochrome P450 monooxygenases (CYP) pathway"	"Homo sapiens"	"116308"	"DeSl, Eweitz"	2021-04-29	"Lipids"	""
"WP4721"	"https://www.wikipathways.org/index.php/Pathway:WP4721"	"Eicosanoid metabolism via lipooxygenases (LOX)"	"Homo sapiens"	"116526"	"DeSl, Eweitz"	2021-05-07	"Lipids"	""
"WP4722"	"https://www.wikipathways.org/index.php/Pathway:WP4722"	"Glycerolipids and glycerophospholipids"	"Homo sapiens"	"117144"	"DeSl, Eweitz"	2021-05-18	"Lipids"	""
"WP4723"	"https://www.wikipathways.org/index.php/Pathway:WP4723"	"Omega-3 / omega-6 fatty acid synthesis"	"Homo sapiens"	"118840"	"DeSl, Egonw, Eweitz"	2021-06-02	"Lipids"	""
"WP4724"	"https://www.wikipathways.org/index.php/Pathway:WP4724"	"Omega-9 fatty acid synthesis"	"Homo sapiens"	"117812"	"DeSl, Eweitz"	2021-05-22	"Lipids"	""
"WP4725"	"https://www.wikipathways.org/index.php/Pathway:WP4725"	"Sphingolipid metabolism overview"	"Homo sapiens"	"117175"	"DeSl, Eweitz"	2021-05-18	"Lipids, IEM"	""
"WP4726"	"https://www.wikipathways.org/index.php/Pathway:WP4726"	"Sphingolipid metabolism: integrated pathway"	"Homo sapiens"	"117176"	"DeSl, Khanspers, Eweitz"	2021-05-18	"Lipids"	""
"WP4742"	"https://www.wikipathways.org/index.php/Pathway:WP4742"	"Ketogenesis and ketolysis"	"Homo sapiens"	"119118"	"RGrosmanC, Egonw, Khanspers, DeSl, Eweitz, Finterly"	2021-06-18	""	"- id: CL:0000182|,|  value: hepatocyte|,|  type: Cell Type|;|- id: PW:0000069|,|  value: ketone bodies metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0000777|,|  value: ketone bodies degradation pathway|,|  type: Pathway Ontology|;|- id: CL:0000125|,|  value: glial cell|,|  type: Cell Type"
